year,Sigla UF,access_to_fixed_internet,access_to_mobile_internet
2018,CE,765641,9048745
2018,DF,721994,4840355
2018,ES,561649,3835513
2018,GO,974967,7865951
2018,MA,285472,5581384
2018,MG,3077994,22384650
2018,MS,410907,3242471
2018,MT,404860,4044461
2018,PA,379249,7318149
2018,PB,318554,4106048
2018,PE,549666,9937207
2018,PI,177362,3396045
2018,PR,2180456,13139480
2018,RJ,3261889,20455783
2018,RN,356570,3491254
2018,RO,162988,1873565
2018,RR,37089,501401
2018,RS,1898129,13553536
2018,SC,1452921,8066966
2018,SE,198536,2089850
2018,SP,10279136,62547521
2018,TO,120911,1650580
2018,AC,65560,783108
2018,AL,163813,3066783
2018,AM,300909,3586417
2018,AP,62844,732870
2018,BA,961845,14313737
2018,CE,781539,9014171
2018,DF,724372,4800276
2018,ES,566598,3853191
2018,GO,991433,7852874
2018,MA,289476,5575766
2018,MG,3105458,22359092
2018,MS,412634,3240734
2018,MT,410719,4046488
2018,PA,374280,7311949
2018,PB,327127,4129093
2018,PE,547908,9916196
2018,PI,182555,3375744
2018,PR,2189690,13085725
2018,RJ,3241173,20373733
2018,RN,358879,3480080
2018,RO,164613,1864985
2018,RR,37030,505246
2018,RS,1956683,13553608
2018,SC,1457917,8051641
2018,SE,201176,2097411
2018,SP,10312606,62456585
2018,TO,118373,1648714
2018,AC,66262,785494
2018,AL,167746,3054738
2018,AM,303530,3602374
2018,AP,65678,741183
2018,BA,978813,14283531
2018,CE,793651,9019031
2018,DF,727091,4793898
2018,ES,564057,3862303
2018,GO,988749,7793796
2018,MA,288785,5596956
2018,MG,3135493,22324119
2018,MS,417735,3243162
2018,MT,411826,4042537
2018,PA,380292,7345466
2018,PB,323036,4146265
2018,PE,541555,9890809
2018,PI,185541,3360067
2018,PR,2220093,13047326
2018,RJ,3285376,20251715
2018,RN,359408,3475120
2018,RO,166716,1852984
2018,RR,36467,509652
2018,RS,1987821,13495028
2018,SC,1471491,7992996
2018,SE,198943,2102554
2018,SP,10360034,62494990
2018,TO,119077,1641058
2018,AC,65365,782310
2018,AL,168328,3063755
2018,AM,308889,3609930
2018,AP,65144,750403
2018,BA,967287,14252608
2018,CE,801958,9024970
2018,DF,729110,4735951
2018,ES,564924,3858093
2018,GO,1000442,7750836
2018,MA,288678,5608150
2018,MG,3164062,22285869
2018,MS,420370,3227176
2018,MT,411277,4008241
2018,PA,388742,7389170
2018,PB,335543,4169250
2018,PE,550041,9877588
2018,PI,182603,3351410
2018,PR,2230305,13059987
2018,RJ,3305753,20111479
2018,RN,356816,3468648
2018,RO,152031,1839402
2018,RR,37176,514697
2018,RS,1949958,13422765
2018,SC,1462000,7964450
2018,SE,199856,2094664
2018,SP,10314279,62509568
2018,TO,121018,1634999
2018,AC,64622,778872
2018,AL,174588,3065550
2018,AM,308767,3605090
2018,AP,68295,748320
2018,BA,980232,14200974
2018,CE,805939,9042208
2018,DF,732389,4695402
2018,ES,571076,3834652
2018,GO,998650,7746540
2018,MA,290043,5621980
2018,MG,3190441,22226232
2018,MS,419733,3209562
2018,MT,418984,3979837
2018,PA,387334,7395260
2018,PB,335956,4168635
2018,PE,550577,9873395
2018,PI,185491,3347603
2018,PR,2245827,13045347
2018,RJ,3314364,20045601
2018,RN,357317,3470644
2018,RO,152772,1830627
2018,RR,36703,516684
2018,RS,2007702,13379210
2018,SC,1473570,7945229
2018,SE,197386,2073747
2018,SP,10339488,62772663
2018,TO,118856,1633983
2018,AC,65093,773452
2018,AL,175819,3035946
2018,AM,313784,3582689
2018,AP,65177,742502
2018,BA,996468,14068453
2018,CE,818339,8955801
2018,DF,731435,4671447
2018,ES,575402,3838831
2018,GO,1014543,7743345
2018,MA,290077,5550525
2018,MG,3230545,22092599
2018,MS,422689,3185035
2018,MT,421404,3953293
2018,PA,387590,7331157
2018,PB,329360,4131921
2018,PE,561682,9786476
2018,PI,186463,3322587
2018,PR,2256112,13057734
2018,RJ,3304094,19988423
2018,RN,371833,3436486
2018,RO,155719,1824841
2018,RR,37424,517547
2018,RS,1988569,13276480
2018,SC,1497691,7930446
2018,SE,203780,2067571
2018,SP,10427221,62861768
2018,TO,122370,1620506
2018,AC,64960,771923
2018,AL,175026,2975705
2018,AM,316415,3569233
2018,AP,67105,733791
2018,BA,992335,13835861
2018,CE,818533,8795379
2018,DF,730588,4646043
2018,ES,580618,3824458
2018,GO,1015213,7691188
2018,MA,287355,5465018
2018,MG,3218443,21887708
2018,MS,418163,3164247
2018,MT,423988,3930385
2018,PA,394143,7265849
2018,PB,332195,4053732
2018,PE,564647,9607581
2018,PI,187829,3285976
2018,PR,2264485,13032339
2018,RJ,3326983,19858419
2018,RN,371099,3371891
2018,RO,157022,1811738
2018,RR,36939,514621
2018,RS,2009635,13180460
2018,SC,1518330,7921548
2018,SE,201162,2057357
2018,SP,10462246,62968682
2018,TO,122607,1606827
2018,AC,63541,759721
2018,AL,173925,2937207
2018,AM,321055,3527080
2018,AP,66068,726748
2018,BA,1003444,13687981
2018,CE,838053,8546314
2018,DF,730097,4461849
2018,ES,581012,3817369
2018,GO,991146,7402279
2018,MA,286595,5432364
2018,MG,3250228,21763790
2018,MS,410297,3092769
2018,MT,424742,3839188
2018,PA,391095,7220648
2018,PB,329069,3947584
2018,PE,567298,9536174
2018,PI,191722,3236782
2018,PR,2250260,12971709
2018,RJ,3287218,19291626
2018,RN,369004,3290867
2018,RO,144397,1775079
2018,RR,36792,507970
2018,RS,2029718,12880830
2018,SC,1532077,7935603
2018,SE,208899,2048264
2018,SP,10450934,62995649
2018,TO,119533,1577446
2019,AC,64323,759685
2019,AL,177303,2926143
2019,AM,326397,3524493
2019,AP,66461,724004
2019,BA,1005961,13634913
2019,CE,868246,8539699
2019,DF,730219,4456602
2019,ES,584025,3822723
2019,GO,1003878,7404216
2019,MA,287113,5428563
2019,MG,3201880,21748006
2019,MS,417820,3075003
2019,MT,424386,3820009
2019,PA,397334,7212783
2019,PB,334659,3946437
2019,PE,572643,9491082
2019,PI,192068,3223865
2019,PR,2267921,12945873
2019,RJ,3341747,19279778
2019,RN,378751,3292047
2019,RO,154806,1759354
2019,RR,37281,507072
2019,RS,2020270,12864617
2019,SC,1496700,7941971
2019,SE,206190,2043241
2019,SP,10566098,63209551
2019,TO,116840,1564869
2019,AC,65723,757353
2019,AL,177950,2912757
2019,AM,329084,3517512
2019,AP,66406,723035
2019,BA,1022257,13599674
2019,CE,860420,8521930
2019,DF,731286,4451600
2019,ES,585304,3839218
2019,GO,1005799,7403863
2019,MA,265159,5416880
2019,MG,3307165,21741267
2019,MS,422097,3057845
2019,MT,424904,3804111
2019,PA,395263,7183299
2019,PB,335937,3958746
2019,PE,579260,9466653
2019,PI,192207,3205166
2019,PR,2270329,12888299
2019,RJ,3325401,19279201
2019,RN,379751,3288306
2019,RO,150998,1744899
2019,RR,37529,506480
2019,RS,2005090,12830736
2019,SC,1522155,7929151
2019,SE,204552,2046630
2019,SP,10529006,63343312
2019,TO,121654,1553485
2019,AC,66026,753337
2019,AL,173374,2903296
2019,AM,327287,3536889
2019,AP,66296,727135
2019,BA,1006259,13521476
2019,CE,847097,8495695
2019,DF,733964,4423310
2019,ES,591298,3852330
2019,GO,1005714,7376541
2019,MA,291725,5425707
2019,MG,3278786,21729171
2019,MS,424548,3037826
2019,MT,422742,3799590
2019,PA,392617,7190072
2019,PB,337683,3966605
2019,PE,584072,9397165
2019,PI,194877,3186868
2019,PR,2271155,12869072
2019,RJ,3371219,19250692
2019,RN,372629,3279507
2019,RO,157474,1733785
2019,RR,37612,510215
2019,RS,2055475,12832361
2019,SC,1543822,7942070
2019,SE,208712,2053422
2019,SP,10556422,63547107
2019,TO,119036,1540079
2019,AC,65522,751063
2019,AL,175367,2890573
2019,AM,326187,3534332
2019,AP,66200,726282
2019,BA,1042484,13477451
2019,CE,870988,8472792
2019,DF,735110,4400710
2019,ES,585689,3848144
2019,GO,1004481,7375413
2019,MA,293937,5419743
2019,MG,3316974,21692742
2019,MS,419485,3029908
2019,MT,424127,3792659
2019,PA,388570,7174748
2019,PB,345766,3946779
2019,PE,590538,9359720
2019,PI,193986,3169671
2019,PR,2314294,12868825
2019,RJ,3390018,19196980
2019,RN,383322,3270774
2019,RO,157091,1732760
2019,RR,37372,513075
2019,RS,2007544,12825911
2019,SC,1596738,7930069
2019,SE,210702,2047896
2019,SP,10547570,63651069
2019,TO,112745,1532676
2019,AC,65681,754621
2019,AL,172913,2882976
2019,AM,326822,3541596
2019,AP,65622,727550
2019,BA,1021375,13463432
2019,CE,897214,8496417
2019,DF,735676,4396284
2019,ES,585248,3858010
2019,GO,1001904,7378597
2019,MA,290422,5411366
2019,MG,3313529,21711623
2019,MS,417146,3023925
2019,MT,424598,3798472
2019,PA,385362,7184833
2019,PB,345189,3953141
2019,PE,586467,9347820
2019,PI,196585,3159070
2019,PR,2321096,12866584
2019,RJ,3399125,19172263
2019,RN,385412,3273178
2019,RO,158609,1725907
2019,RR,37551,517410
2019,RS,2117976,12777753
2019,SC,1610523,7962797
2019,SE,215215,2056422
2019,SP,10630500,63676076
2019,TO,117910,1522536
2019,AC,65657,761754
2019,AL,173737,2864564
2019,AM,327044,3548301
2019,AP,65506,728270
2019,BA,1030727,13413610
2019,CE,708405,8474985
2019,DF,735879,4390880
2019,ES,578968,3868449
2019,GO,1007204,7394857
2019,MA,287843,5393320
2019,MG,3406165,21681656
2019,MS,417938,3019421
2019,MT,430777,3802071
2019,PA,388860,7174240
2019,PB,314623,3946103
2019,PE,582176,9306520
2019,PI,197753,3181778
2019,PR,2320957,12848919
2019,RJ,3397735,19095634
2019,RN,335116,3259087
2019,RO,162099,1720708
2019,RR,37438,519185
2019,RS,2126134,12727649
2019,SC,1593950,7978631
2019,SE,203145,2053312
2019,SP,10673180,63716074
2019,TO,116574,1519997
2019,AC,66822,767220
2019,AL,175409,2856595
2019,AM,330221,3553662
2019,AP,72715,732086
2019,BA,1027341,13425996
2019,CE,719010,8496440
2019,DF,735046,4377105
2019,ES,597896,3878881
2019,GO,1012289,7382012
2019,MA,301580,5393844
2019,MG,3427581,21695247
2019,MS,426483,3015223
2019,MT,440141,3811120
2019,PA,397038,7185071
2019,PB,316413,3956138
2019,PE,589922,9240439
2019,PI,201169,3192993
2019,PR,2353899,12832044
2019,RJ,3429920,19039432
2019,RN,358502,3255071
2019,RO,166146,1720146
2019,RR,38235,521171
2019,RS,2192035,12715744
2019,SC,1654626,8041460
2019,SE,218803,2056971
2019,SP,10688392,63923997
2019,TO,120768,1519034
2019,AC,66417,762333
2019,AL,173525,2844364
2019,AM,334538,3531769
2019,AP,73206,732077
2019,BA,1064490,13391141
2019,CE,945940,8467854
2019,DF,732979,4361659
2019,ES,586961,3882141
2019,GO,1000800,7401048
2019,MA,308453,5379366
2019,MG,3429348,21692664
2019,MS,417697,2987409
2019,MT,441523,3780715
2019,PA,392893,7131471
2019,PB,353551,3943829
2019,PE,589588,9215538
2019,PI,208941,3195320
2019,PR,2339281,12821066
2019,RJ,3434662,19022885
2019,RN,388290,3248065
2019,RO,168037,1707525
2019,RR,36903,520086
2019,RS,2256116,12677296
2019,SC,1680596,8034517
2019,SE,225148,2056863
2019,SP,10729297,63949054
2019,TO,121421,1509073
2019,AC,66350,759294
2019,AL,175390,2843397
2019,AM,337080,3480382
2019,AP,73849,733535
2019,BA,1077608,13389670
2019,CE,742315,8419386
2019,DF,732993,4076579
2019,ES,597255,3898285
2019,GO,1006027,7845871
2019,MA,307341,5401768
2019,MG,3461027,21751024
2019,MS,421978,2964999
2019,MT,446132,3771683
2019,PA,414875,7146342
2019,PB,322881,3937954
2019,PE,593706,9258849
2019,PI,200000,3008403
2019,PR,2349200,12745851
2019,RJ,3446555,19059114
2019,RN,354433,3219797
2019,RO,169341,1702015
2019,RR,36116,518077
2019,RS,2256232,12642348
2019,SC,1705488,7909827
2019,SE,223269,2059757
2019,SP,10732625,64007606
2019,TO,124105,1508511
2019,AC,65991,758293
2019,AL,178638,2816864
2019,AM,340147,3525907
2019,AP,65382,731012
2019,BA,1094318,13597014
2019,CE,948890,8476431
2019,DF,734440,4302145
2019,ES,592026,3998576
2019,GO,1019041,8671903
2019,MA,310920,5301842
2019,MG,3535922,22570310
2019,MS,416811,3094409
2019,MT,451664,3779077
2019,PA,410513,7127701
2019,PB,354279,4070527
2019,PE,608523,9446168
2019,PI,209118,3105927
2019,PR,2350261,14002892
2019,RJ,3434961,19634646
2019,RN,391528,3128519
2019,RO,176401,1672590
2019,RR,40116,519958
2019,RS,2184554,13858227
2019,SC,1719857,8530997
2019,SE,226026,2061502
2019,SP,10726678,80591229
2019,TO,123601,1551312
2019,AC,68095,761014
2019,AL,176852,2808341
2019,AM,348537,3533746
2019,AP,72300,732754
2019,BA,1052140,13575843
2019,CE,928101,8449261
2019,DF,727878,4283521
2019,ES,575028,4019046
2019,GO,993227,8659575
2019,MA,308231,5276440
2019,MG,3495064,22624038
2019,MS,412568,3097805
2019,MT,444020,3776980
2019,PA,415172,7132822
2019,PB,405031,4061389
2019,PE,618670,9421297
2019,PI,208441,3117915
2019,PR,2305055,14009455
2019,RJ,3477257,19614595
2019,RN,383823,3124040
2019,RO,169922,1668407
2019,RR,37817,523676
2019,RS,2145855,13957560
2019,SC,1669139,8539523
2019,SE,240143,2073374
2019,SP,10650439,82148152
2019,TO,111607,1537076
2019,AC,68205,757104
2019,AL,175040,2704476
2019,AM,344512,3540806
2019,AP,80876,732169
2019,BA,1068384,13321012
2019,CE,936925,8112075
2019,DF,720018,4186296
2019,ES,572925,3992697
2019,GO,981626,8423248
2019,MA,317537,5110387
2019,MG,3497474,22371778
2019,MS,407237,3048650
2019,MT,441813,3726987
2019,PA,417091,7084729
2019,PB,394587,3955750
2019,PE,627913,9333524
2019,PI,203223,2948012
2019,PR,2320039,14069524
2019,RJ,3452289,19066140
2019,RN,375024,3038141
2019,RO,168542,1622927
2019,RR,37268,514738
2019,RS,2200874,13916506
2019,SC,1678749,8555501
2019,SE,229411,2050301
2019,SP,10726018,83650167
2019,TO,119853,1494259
2020,AC,68272,748218
2020,AL,175111,2700777
2020,AM,347410,3535006
2020,AP,84216,735388
2020,BA,1090230,13301301
2020,CE,954273,8147399
2020,DF,715850,4067494
2020,ES,587274,4008045
2020,GO,990641,8439743
2020,MA,315696,5214550
2020,MG,3505593,22353897
2020,MS,408534,3030491
2020,MT,442930,3706618
2020,PA,417417,7118959
2020,PB,392772,3942030
2020,PE,641869,9192379
2020,PI,197922,2970273
2020,PR,2282606,14025631
2020,RJ,3407762,19148121
2020,RN,390452,3061349
2020,RO,173738,1623508
2020,RR,36106,517421
2020,RS,2118266,13820555
2020,SC,1638411,8478762
2020,SE,228800,2054143
2020,SP,10741436,84097918
2020,TO,114885,1496459
2020,AC,69450,748218
2020,AL,169586,2700777
2020,AM,351250,3535006
2020,AP,86716,735388
2020,BA,1050939,13301301
2020,CE,922447,8147399
2020,DF,715533,4067494
2020,ES,589205,4008045
2020,GO,976875,8439743
2020,MA,318551,5214550
2020,MG,3514992,22353897
2020,MS,402021,3030491
2020,MT,443354,3706618
2020,PA,415363,7118959
2020,PB,409968,3942030
2020,PE,623891,9192379
2020,PI,189359,2970273
2020,PR,2309279,14025631
2020,RJ,3388056,19148121
2020,RN,381829,3061349
2020,RO,176253,1623508
2020,RR,35753,517421
2020,RS,2207884,13820555
2020,SC,1725008,8478762
2020,SE,234640,2054143
2020,SP,10788288,84097918
2020,TO,120383,1496459
2020,AC,70716,748218
2020,AL,171424,2700777
2020,AM,358589,3535006
2020,AP,88538,735388
2020,BA,1107363,13301301
2020,CE,929459,8147399
2020,DF,718575,4067494
2020,ES,603307,4008045
2020,GO,986139,8439743
2020,MA,326756,5214550
2020,MG,3535480,22353897
2020,MS,412518,3030491
2020,MT,452054,3706618
2020,PA,427507,7118959
2020,PB,413896,3942030
2020,PE,649141,9192379
2020,PI,214945,2970273
2020,PR,2352849,14025631
2020,RJ,3436652,19148121
2020,RN,422369,3061349
2020,RO,187540,1623508
2020,RR,38236,517421
2020,RS,2285844,13820555
2020,SC,1809045,8478762
2020,SE,251851,2054143
2020,SP,10863204,84097918
2020,TO,116641,1496459
2020,AC,70545,748218
2020,AL,171591,2700777
2020,AM,359607,3535006
2020,AP,88645,735388
2020,BA,1090895,13301301
2020,CE,931081,8147399
2020,DF,718211,4067494
2020,ES,581539,4008045
2020,GO,979637,8439743
2020,MA,326163,5214550
2020,MG,3537716,22353897
2020,MS,410239,3030491
2020,MT,454043,3706618
2020,PA,429870,7118959
2020,PB,408070,3942030
2020,PE,642821,9192379
2020,PI,207590,2970273
2020,PR,2345012,14025631
2020,RJ,3415757,19148121
2020,RN,402085,3061349
2020,RO,182004,1623508
2020,RR,38389,517421
2020,RS,2204856,13820555
2020,SC,1766695,8478762
2020,SE,253289,2054143
2020,SP,10862089,84097918
2020,TO,116463,1496459
2020,AC,73676,748218
2020,AL,172156,2700777
2020,AM,367252,3535006
2020,AP,91514,735388
2020,BA,1201661,13301301
2020,CE,1005705,8147399
2020,DF,721393,4067494
2020,ES,606495,4008045
2020,GO,1038916,8439743
2020,MA,336286,5214550
2020,MG,3624359,22353897
2020,MS,411444,3030491
2020,MT,458715,3706618
2020,PA,446923,7118959
2020,PB,433174,3942030
2020,PE,660670,9192379
2020,PI,219576,2970273
2020,PR,2409890,14025631
2020,RJ,3417786,19148121
2020,RN,442828,3061349
2020,RO,183731,1623508
2020,RR,41541,517421
2020,RS,2305412,13820555
2020,SC,1796930,8478762
2020,SE,258958,2054143
2020,SP,10879699,84097918
2020,TO,120925,1496459
2020,AC,73881,693662
2020,AL,164908,2408646
2020,AM,369433,3266949
2020,AP,92473,655175
2020,BA,1198414,11286304
2020,CE,1012830,6518087
2020,DF,722774,3622526
2020,ES,575510,3685092
2020,GO,1048486,7636290
2020,MA,345925,4500044
2020,MG,3718891,19762763
2020,MS,408976,2708273
2020,MT,461938,3271047
2020,PA,449096,6336563
2020,PB,408835,3465694
2020,PE,687331,8054900
2020,PI,222120,2478707
2020,PR,2404095,12576467
2020,RJ,3417025,17326842
2020,RN,461549,2733514
2020,RO,188399,1499979
2020,RR,42901,494937
2020,RS,2363189,12317539
2020,SC,1822473,7581872
2020,SE,256033,1879337
2020,SP,10904342,77634723
2020,TO,118330,1288765
2020,AC,74279,727459
2020,AL,174624,2310072
2020,AM,372009,3472149
2020,AP,99248,689660
2020,BA,1232353,12061244
2020,CE,1073686,7654517
2020,DF,731306,3474602
2020,ES,599384,3918423
2020,GO,1049510,7994097
2020,MA,357177,4871143
2020,MG,3585796,21409547
2020,MS,410197,2821641
2020,MT,465801,3564447
2020,PA,461137,6844806
2020,PB,441297,3610134
2020,PE,682199,7765396
2020,PI,229345,2724151
2020,PR,2394256,13045422
2020,RJ,3487134,18230110
2020,RN,465368,2827473
2020,RO,195605,1541498
2020,RR,45974,523698
2020,RS,2275219,13815416
2020,SC,1841531,7688118
2020,SE,260066,2066679
2020,SP,11056851,83516595
2020,TO,119972,1306765
2020,AC,76223,727459
2020,AL,177136,2310072
2020,AM,371069,3472149
2020,AP,102842,689660
2020,BA,1231789,12061244
2020,CE,1094859,7654517
2020,DF,731443,3474602
2020,ES,627635,3918423
2020,GO,1066885,7994097
2020,MA,364129,4871143
2020,MG,3657005,21409547
2020,MS,411863,2821641
2020,MT,468074,3564447
2020,PA,466954,6844806
2020,PB,450567,3610134
2020,PE,698107,7765396
2020,PI,230231,2724151
2020,PR,2467513,13045422
2020,RJ,3451919,18230110
2020,RN,467110,2827473
2020,RO,199601,1541498
2020,RR,47039,523698
2020,RS,2188302,13815416
2020,SC,1835356,7688118
2020,SE,275652,2066679
2020,SP,10981862,83516595
2020,TO,121370,1306765
2020,AC,79805,727459
2020,AL,179178,2310072
2020,AM,385454,3472149
2020,AP,105512,689660
2020,BA,1235529,12061244
2020,CE,1089613,7654517
2020,DF,745804,3474602
2020,ES,613495,3918423
2020,GO,1121612,7994097
2020,MA,373552,4871143
2020,MG,3729456,21409547
2020,MS,415378,2821641
2020,MT,481063,3564447
2020,PA,467089,6844806
2020,PB,459703,3610134
2020,PE,671944,7765396
2020,PI,254247,2724151
2020,PR,2495947,13045422
2020,RJ,3564642,18230110
2020,RN,486107,2827473
2020,RO,204156,1541498
2020,RR,48488,523698
2020,RS,2331347,13815416
2020,SC,1880754,7688118
2020,SE,276109,2066679
2020,SP,11162763,83516595
2020,TO,121826,1306765
2020,AC,83190,775921
2020,AL,179845,2702875
2020,AM,381929,3828520
2020,AP,108306,752881
2020,BA,1217855,13092778
2020,CE,1135306,8084832
2020,DF,747001,3745201
2020,ES,632061,4104277
2020,GO,1101237,7679638
2020,MA,382354,5324413
2020,MG,3729891,22079565
2020,MS,417030,2866334
2020,MT,476965,3622347
2020,PA,485868,7156529
2020,PB,452129,3844248
2020,PE,676496,8960252
2020,PI,251717,2957097
2020,PR,2501468,12261808
2020,RJ,3502615,18595689
2020,RN,466729,3078306
2020,RO,201692,1632471
2020,RR,50497,538843
2020,RS,2326630,13099957
2020,SC,1868998,7729437
2020,SE,281855,2127417
2020,SP,11187358,69019889
2020,TO,123659,1447114
2020,AC,83557,775921
2020,AL,180653,2702875
2020,AM,382223,3828520
2020,AP,109417,752881
2020,BA,1256624,13092778
2020,CE,1135611,8084832
2020,DF,754864,3745201
2020,ES,647884,4104277
2020,GO,1104970,7679638
2020,MA,388225,5324413
2020,MG,3795580,22079565
2020,MS,422096,2866334
2020,MT,491180,3622347
2020,PA,489322,7156529
2020,PB,458314,3844248
2020,PE,681105,8960252
2020,PI,256464,2957097
2020,PR,2547527,12261808
2020,RJ,3536494,18595689
2020,RN,488897,3078306
2020,RO,218118,1632471
2020,RR,51997,538843
2020,RS,2480320,13099957
2020,SC,1974302,7729437
2020,SE,282398,2127417
2020,SP,11496851,69019889
2020,TO,124258,1447114
2020,AC,82684,775921
2020,AL,182073,2702875
2020,AM,381801,3828520
2020,AP,109972,752881
2020,BA,1242811,13092778
2020,CE,1182719,8084832
2020,DF,758050,3745201
2020,ES,626669,4104277
2020,GO,1131256,7679638
2020,MA,388668,5324413
2020,MG,3821225,22079565
2020,MS,420209,2866334
2020,MT,486915,3622347
2020,PA,498530,7156529
2020,PB,470254,3844248
2020,PE,695632,8960252
2020,PI,261075,2957097
2020,PR,2580039,12261808
2020,RJ,3514363,18595689
2020,RN,496277,3078306
2020,RO,217106,1632471
2020,RR,51991,538843
2020,RS,2544183,13099957
2020,SC,1979229,7729437
2020,SE,270195,2127417
2020,SP,11475504,69019889
2020,TO,124098,1447114
2021,AC,89846,838410
2021,AL,194862,3090165
2021,AM,408827,4620937
2021,AP,98395,799636
2021,BA,1291831,14683295
2021,CE,1148321,9657010
2021,DF,762571,4579497
2021,ES,640631,4549916
2021,GO,1088184,8047362
2021,MA,367665,5944707
2021,MG,3789706,24727836
2021,MS,427984,3127009
2021,MT,512592,4081656
2021,PA,497120,7940925
2021,PB,519964,4217396
2021,PE,680153,9951682
2021,PI,314960,3290324
2021,PR,2570946,13912320
2021,RJ,3584668,21399561
2021,RN,535440,3475170
2021,RO,217633,1825786
2021,RR,54359,564557
2021,RS,2459925,15405687
2021,SC,2066068,8894977
2021,SE,307102,2274406
2021,SP,11619694,86992576
2021,TO,116912,1605105
2021,AC,89429,843218
2021,AL,196072,3053207
2021,AM,411317,4073398
2021,AP,98435,807839
2021,BA,1306851,14849002
2021,CE,1133640,9766940
2021,DF,777697,4158231
2021,ES,642776,4571190
2021,GO,1090187,8458168
2021,MA,359913,6320754
2021,MG,3839628,24803332
2021,MS,430050,3142220
2021,MT,580221,4142418
2021,PA,508032,8166178
2021,PB,495409,4258713
2021,PE,701557,10185466
2021,PI,294277,3417362
2021,PR,2655471,14177623
2021,RJ,3523099,21425197
2021,RN,545341,3489066
2021,RO,213825,1841800
2021,RR,55792,571751
2021,RS,2467119,14168705
2021,SC,1981013,8803788
2021,SE,273951,2282748
2021,SP,11668300,91214802
2021,TO,115693,1607415
2021,AC,88499,852922
2021,AL,197070,3063138
2021,AM,427475,4144866
2021,AP,99698,803108
2021,BA,1296414,15003551
2021,CE,1150457,10183035
2021,DF,774099,4181967
2021,ES,606914,4601715
2021,GO,1082827,8594830
2021,MA,361995,6499741
2021,MG,3838823,24953034
2021,MS,427632,3163784
2021,MT,517773,4200097
2021,PA,510889,8043757
2021,PB,501144,4374049
2021,PE,691731,10368174
2021,PI,301443,3439284
2021,PR,2421060,14307863
2021,RJ,3512635,21613050
2021,RN,540692,3538491
2021,RO,225110,1866503
2021,RR,55446,581963
2021,RS,2480539,14576422
2021,SC,2022270,8808326
2021,SE,271579,2295365
2021,SP,11727605,92620622
2021,TO,121408,1617136
2021,AC,91007,854717
2021,AL,204276,3083438
2021,AM,411784,4213451
2021,AP,104284,820657
2021,BA,1332684,15202539
2021,CE,1201725,10374074
2021,DF,789404,4219777
2021,ES,632623,4612155
2021,GO,1133946,8649496
2021,MA,366273,6557241
2021,MG,3716954,25075764
2021,MS,447139,3136727
2021,MT,504374,4221537
2021,PA,509945,8109039
2021,PB,501631,4435344
2021,PE,726692,10497566
2021,PI,304400,3444371
2021,PR,2470107,14346236
2021,RJ,3463007,21726426
2021,RN,563678,3597683
2021,RO,238594,1877732
2021,RR,56495,586591
2021,RS,2433699,14705639
2021,SC,2039324,8780911
2021,SE,265908,2310617
2021,SP,11833643,93069748
2021,TO,114406,1643141
2021,AC,91265,865324
2021,AL,198226,3099218
2021,AM,409216,4309536
2021,AP,115605,833464
2021,BA,1296235,15402246
2021,CE,1233010,10553569
2021,DF,788291,4248641
2021,ES,657397,4663421
2021,GO,1133603,8703263
2021,MA,379161,6613133
2021,MG,3887114,25468321
2021,MS,454692,3167598
2021,MT,546773,4268270
2021,PA,547966,8180189
2021,PB,506909,4497257
2021,PE,731092,10555106
2021,PI,268837,3467586
2021,PR,2722132,14520561
2021,RJ,3530218,21896909
2021,RN,542748,3617041
2021,RO,238133,1899094
2021,RR,58622,592351
2021,RS,2506730,14824736
2021,SC,2094016,8817435
2021,SE,237393,2337839
2021,SP,12110825,93545585
2021,TO,111855,1662600
2021,AC,94536,876816
2021,AL,203893,3106745
2021,AM,417782,4291681
2021,AP,103961,840725
2021,BA,1354171,15615388
2021,CE,1097025,10694170
2021,DF,786417,4224577
2021,ES,662191,4831349
2021,GO,1138618,8720016
2021,MA,400600,6661150
2021,MG,4012303,24565174
2021,MS,458152,3149417
2021,MT,542947,4333842
2021,PA,576130,8219053
2021,PB,504149,4499256
2021,PE,689410,10628513
2021,PI,272549,3491120
2021,PR,2727183,14517651
2021,RJ,3612120,22006690
2021,RN,537402,3632486
2021,RO,242972,1917058
2021,RR,60043,596875
2021,RS,2304737,14804880
2021,SC,1984165,8922499
2021,SE,275929,2360009
2021,SP,11963441,91054125
2021,TO,113457,1676690
2021,AC,97177,876632
2021,AL,228891,3252710
2021,AM,422970,4286020
2021,AP,117723,843726
2021,BA,1424269,15648239
2021,CE,1323142,10790656
2021,DF,799624,4198454
2021,ES,688372,4715090
2021,GO,1164169,8887327
2021,MA,437183,6681462
2021,MG,4231168,25800705
2021,MS,472931,3180287
2021,MT,582166,4370025
2021,PA,661143,8272092
2021,PB,526466,4588522
2021,PE,794525,10696101
2021,PI,293517,3521419
2021,PR,2803984,14467447
2021,RJ,3694593,22136028
2021,RN,571857,3676666
2021,RO,253292,1922203
2021,RR,60845,600388
2021,RS,2770194,15107679
2021,SC,2108450,8949011
2021,SE,302736,2387112
2021,SP,12427769,95205301
2021,TO,116543,1691586
